Sample time,Sample number,Sample type,tellurium_total_ugL-1,terbium_total_ugL-1,thallium_total_ugL-1,tin_total_ugL-1,titanium_total_ugL-1,tungsten_total_ugL-1,uranium_total_ugL-1,vanadium_total_ugL-1,ytterbium_total_ugL-1,yttrium_total_ugL-1
2003-04-08 22:00,03PY000880,1,,,0.012,,,,0.31,2.62,,
2003-04-22 22:00,03PY000905,1,,,0.02,,,,0.31,5.22,,
2003-05-06 22:00,03PY000871,1,,,0.015,,,,0.307,4.01,,
2003-05-20 22:00,03PY000933,1,,,0.01,,,,0.263,2.79,,
2003-06-03 22:00,03PY000966,1,,,0.029,,,,0.36,8.95,,
2003-06-10 22:00,03PY000980,1,,,0.026,,,,0.298,7.78,,
2003-06-17 22:00,03PY001002,1,,,0.02,,,,0.278,5.19,,
2003-06-24 22:00,03PY001022,1,,,0.013,,,,0.248,3.27,,
2003-07-01 22:00,03PY001046,1,,,0.012,,,,0.253,3.34,,
2003-07-15 22:00,03PY001072,1,,,0.011,,,,0.241,2.94,,
2003-07-29 22:00,03PY001101,1,,,0.012,,,,0.231,2.49,,
2003-08-12 22:00,03PY001143,1,,,0.012,,,,0.236,2.04,,
2003-08-26 22:00,03PY001169,1,,,0.009,,,,0.233,1.59,,
2003-09-09 22:00,03PY001190,1,,,0.006,,,,0.243,1.22,,
2003-09-23 22:00,04PY001266,1,,,0.005,,,,0.256,0.869,,
2003-10-07 22:00,03PY001273,1,,,0.005,,,,0.253,0.681,,
2003-10-21 22:00,03PY001314,1,,,0.032,,,,0.341,10.3,,
2003-11-04 22:00,03PY001343,1,,,0.011,,,,0.252,2.24,,
2003-11-18 22:00,03PY001423,1,,,0.013,,,,0.279,3.22,,
2003-12-02 22:00,03PY001452,1,,,0.004,,,,0.275,0.639,,
2003-12-16 22:00,04PY001287,1,,,0.003,,,,0.275,0.524,,
2004-01-07 0:00,04PY001294,1,,,0.005,,,,0.327,0.984,,
2004-01-20 22:00,04PY001404,1,,,0.01,,,,0.293,0.897,,
2004-02-03 22:00,04PY001361,1,,,0.007,,,,0.308,0.567,,
2004-02-17 22:00,04PY001417,1,,,0.003,,,,0.301,0.561,,
2004-03-01 22:00,04PY001472,1,,,0.005,,,,0.325,1.04,,
2004-03-17 22:00,04PY001511,1,,,0.014,0.005,,0.006,0.371,4.02,,0.792
2004-03-30 22:00,04PY001554,1,,,0.021,0.009,,0.006,0.372,6.53,,1.2
2004-04-14 0:00,04PY001574,1,,,0.026,0.007,,0.006,0.314,7.4,,1.63
2004-04-28 0:00,05PY000237,1,,,0.012,0.009,,0.005,0.287,3.69,,0.857
2004-05-18 22:00,04PY001684,1,,,0.011,0.014,,0.003,0.235,2.84,,0.578
2004-06-08 22:00,04PY001738,1,,,0.013,0.011,,0.007,0.248,3.59,,0.638
2004-06-22 22:00,04PY001815,1,,,0.017,0.019,,0.002,0.281,5.47,,0.994
2004-07-07 22:00,04PY001862,1,,,0.013,0.027,,0.001,0.256,4.55,,0.801
2004-07-20 22:00,04PY001898,1,,,0.008,0.005,,0.002,0.233,2.96,,0.5
2004-08-03 22:00,04PY001974,1,,,0.016,0.012,,0.01,0.252,2.73,,0.535
2004-08-17 22:00,04PY002006,1,,,0.011,0.009,,0.001,0.237,2.56,,0.469
2004-09-01 22:00,04PY002093,1,,,0.066,0.026,,0.001,0.505,26.1,,5.71
2004-09-15 22:00,04PY002234,1,,,0.019,0.008,,0.007,0.299,5.59,,1.36
2004-10-06 21:45,04PY002295,1,,,0.004,0.006,,0.006,0.261,1.53,,0.305
2004-11-03 22:00,04PY002390,1,,,0.001,0.005,,0.001,0.258,1.31,,0.281
2004-11-17 22:00,04PY002466,1,,,0.011,0.006,,0.005,0.25,2.84,,0.745
2004-12-15 22:00,05PY000035,1,,,0.007,0.008,,0.007,0.257,1.48,,0.278
2005-01-05 22:00,05PY000079,1,,,0.004,0.005,,0.008,0.298,0.912,,0.173
2005-01-18 22:00,05PY000092,1,,,0.007,0.01,,0.014,0.312,2.16,,0.3
2005-02-01 22:00,05PY000128,1,,,0.033,0.01,,0.004,0.384,9.49,,2.22
2005-02-15 22:00,05PY000243,1,,,0.01,0.008,,0.006,0.301,2.74,,0.669
2005-03-02 22:00,05PY000253,1,,,0.006,0.005,,0.005,0.321,1.26,,0.301
2005-03-09 22:00,05PY000256,1,,,0.013,0.008,,0.005,0.366,3.47,,0.755
2005-03-15 22:00,05PY000368,1,,,0.022,0.008,,0.009,0.338,5.31,,1.24
2005-03-23 22:00,05PY000402,1,,,0.008,0.006,,0.006,0.305,2.15,,0.494
2005-03-30 22:00,05PY000417,1,,,0.007,0.013,,0.012,0.33,1.8,,0.389
2005-04-12 22:00,05PY000442,1,,,0.025,0.076,,0.037,0.405,8.19,,1.67
2005-04-27 22:00,05PY000541,1,,,0.062,0.027,,0.017,0.613,19.4,,5.13
2005-05-25 20:00,05PY000620,1,,,0.023,0.013,,0.011,0.322,6.95,,1.76
2005-06-08 22:00,05PY000663,1,,,0.029,0.011,,0.005,0.347,8.47,,2.13
2005-06-21 22:00,05PY000699,1,,,0.031,0.022,,0.013,0.338,10.4,,2.28
2005-07-06 22:00,05PY000738,1,,,0.016,0.01,,0.014,0.284,5.66,,1.23
2005-07-20 22:00,05PY000789,1,,,0.013,0.006,,0.003,0.26,4.3,,0.866
2005-08-03 22:00,05PY000827,1,,,0.012,0.005,,0.005,0.263,3.68,,0.748
2005-08-17 22:00,05PY000903,1,,,0.009,0.006,,0.001,0.244,2.48,,0.546
2005-08-31 22:00,05PY000946,1,,,0.01,0.006,,0.007,0.265,2.44,,0.483
2005-09-14 22:00,05PY000994,1,,,0.006,0.005,,0.007,0.255,1.39,,0.311
2005-09-21 22:00,05PY001023,1,,,0.006,0.006,,0.009,0.267,1.32,,0.279
2005-10-05 22:00,05PY001071,1,,,0.013,0.009,,0.012,0.285,3.15,,0.891
2005-10-19 22:00,06PY000033,1,,,0.015,0.009,,0.001,0.284,3.82,,0.95
2005-11-09 22:00,06PY000112,1,,,0.006,0.005,,0.002,0.259,1.26,,0.248
2005-12-07 22:00,06PY000185,1,,,0.003,0.009,,0.008,0.309,0.683,,0.131
2006-01-04 22:00,06PY000208,1,,,0.005,0.005,,0.009,0.278,0.984,,0.236
2006-02-01 20:00,06PY000306,1,,,0.004,0.01,,0.01,0.289,0.927,,0.148
2006-03-01 22:00,06PY000404,1,,,0.002,0.012,,0.009,0.317,0.543,,0.081
2006-03-15 22:00,06PY000450,1,,,0.003,0.01,,0.008,0.332,0.573,,0.088
2006-03-29 22:00,06PY000507,1,,,0.02,0.02,,0.008,0.419,5.17,,0.981
2006-04-12 22:00,06PY000546,1,,,0.041,0.007,,0.011,0.485,12.3,,3.14
2006-04-26 22:00,06PY000592,1,,,0.019,0.005,,0.01,0.342,5.54,,1.4
2006-05-23 22:00,06PY000671,1,,,0.043,0.014,,0.007,0.486,13.9,,3.54
2006-06-07 20:00,06PY000727,1,,,0.024,0.006,,0.006,0.311,7.05,,1.62
2006-06-21 22:00,06PY000863,1,,,0.015,0.012,,0.004,0.274,4.79,,1.05
2006-07-05 22:00,06PY000915,1,,,0.012,0.01,,0.007,0.259,2.7,,0.599
2006-07-19 22:00,06PY000979,1,,,0.014,0.01,,0.006,0.263,2.69,,0.632
2006-08-02 22:00,06PY001019,1,,,0.011,0.011,,0.009,0.254,2.16,,0.482
2006-08-15 22:00,06PY001072,1,,,0.007,0.007,,0.008,0.248,1.49,,0.284
2006-09-13 22:00,06PY001209,1,,,0.005,0.006,,0.01,0.262,0.796,,0.128
2006-09-26 21:45,06PY001249,1,,,0.004,0.009,,0.01,0.287,0.626,,0.111
2006-10-11 22:00,06PY001306,1,,,0.003,0.009,,0.01,0.296,0.623,,0.112
2006-10-25 22:00,06PY001361,1,,,0.003,0.017,,0.01,0.318,0.557,,0.091
2006-11-08 22:00,06PY001396,1,,,0.034,0.016,,0.011,0.619,11.7,,2.03
2006-11-22 22:00,06PY001456,1,,,0.007,0.008,,0.009,0.284,1.44,,0.271
2006-12-06 22:00,07PY000026,1,,,0.005,0.019,,0.004,0.342,0.792,,0.16
2006-12-20 22:00,07PY000207,1,,,0.004,0.013,,0.001,0.326,0.685,,0.127
2007-02-28 22:00,07PY000276,1,,,0.134,0.017,,0.004,0.324,0.95,,0.189
2007-03-14 22:00,07PY000310,1,,,0.112,0.009,,0.006,0.445,14.2,,2.75
2007-04-25 22:00,07PY000418,1,,,0.022,0.013,,0.004,0.32,6.41,,1.48
2007-05-09 22:00,07PY000524,1,,,0.031,0.005,,0.004,0.339,9.5,,2.12
2007-06-06 22:00,07PY000612,1,,,0.032,0.005,,0.011,0.325,10.1,,2.02
2007-06-13 19:00,07PY000628,1,,,0.047,0.005,,0.007,0.44,13.2,,3.21
2007-07-11 22:00,07PY000723,1,,,0.016,0.005,,0.003,0.233,3.94,,0.861
2007-08-22 22:00,07PY000995,1,,,0.01,0.009,,0.004,0.236,2.74,,0.579
2007-09-11 20:00,08PY000571,1,,,0.011,0.005,,0.006,0.254,1.94,,0.483
2007-10-10 22:00,07PY001243,1,,,0.014,0.005,,0.006,0.237,1.46,,0.366
2007-10-17 22:00,07PY001190,1,,,0.009,0.056,,0.001,0.235,1.05,,0.246
2007-11-28 22:00,08PY000062,1,,,,0.021,,0.009,0.237,0.91,,0.225
2007-12-12 22:00,08PY000096,1,,,0.004,0.014,,0.024,0.263,0.968,,0.176
2007-12-19 22:00,08PY000900,1,,,0.004,0.009,,0.006,0.269,1.02,,0.206
2008-01-16 22:00,08PY000173,1,,,0.003,0.019,,0.005,0.295,0.622,,0.12
2008-03-05 22:00,08PY000287,1,,,0.002,0.012,,0.008,0.313,0.978,,0.177
2008-04-30 22:00,08PY000644,1,,,0.016,0.005,,0.008,0.363,4.4,,1.03
2008-05-22 3:00,08PY000562,1,,,0.047,0.017,,0.02,0.397,12.3,,2.58
2008-06-18 20:17,08PY000678,1,,,0.018,0.01,,0.006,0.264,5.59,,1.22
2008-06-24 22:00,08PY000698,1,,,0.017,0.059,,0.007,0.255,4.15,,0.903
2008-07-03 22:30,08PY000834,1,,,0.018,0.012,,0.006,0.262,6.14,,1.26
2008-07-09 22:25,08PY000924,1,,,0.021,0.012,,0.006,0.316,5.76,,1.55
2008-07-16 20:15,08PY000770,1,,,0.015,0.011,,0.006,0.276,4.12,,0.937
2008-07-21 22:05,08PY000779,1,,,0.014,0.008,,0.008,0.256,3.21,,0.726
2008-08-05 23:02,08PY000798,1,,,0.012,0.01,,0.007,0.246,3.04,,0.647
2008-08-21 21:50,08PY000970,1,,,0.013,0.009,,0.007,0.244,2.93,,0.658
2008-09-16 20:15,08PY001059,1,,,0.008,0.009,,0.009,0.273,1.59,,0.339
2008-09-30 17:14,08PY001126,1,,,0.007,0.008,,0.007,0.272,0.981,,0.208
2008-10-22 15:45,08PY001253,1,,,0.004,0.009,,0.007,0.287,0.937,,0.191
2008-11-13 16:00,08PY001366,1,,,0.009,0.008,,0.008,0.272,1.93,,0.42
2008-11-25 15:47,08PY001406,1,,,0.004,0.006,,0.007,0.255,0.786,,0.197
2008-12-09 15:42,09PY000016,1,,,0.008,0.008,,0.009,0.29,0.663,,0.167
2009-01-13 15:55,09PY000065,1,,,0.005,0.013,,0.009,0.301,0.57,,0.116
2009-01-29 15:35,09PY000102,1,,,0.003,0.009,,0.013,0.313,0.46,,0.085
2009-02-11 15:45,09PY000128,1,,,0.004,0.011,,0.009,0.338,0.489,,0.094
2009-02-24 15:50,09PY000222,1,,,0.004,0.01,,0.01,0.345,0.496,,0.08
2009-03-11 16:05,09PY000264,1,,,0.005,0.007,,0.008,0.348,0.633,,0.108
2009-03-25 16:05,09PY000313,1,,,0.017,0.014,,0.009,0.388,2.67,,0.743
2009-04-08 22:20,09PY000367,1,,,0.011,0.01,,0.008,0.389,2.2,,0.499
2009-04-21 14:42,09PY000465,1,,,0.06,0.358,,0.009,0.543,18.6,,4.6
2009-05-05 14:47,09PY000487,1,,,0.043,0.01,,0.01,0.424,11.5,,3.44
2009-05-12 15:50,09PY000543,1,,,0.155,0.026,,0.016,1.02,68.2,,17
2009-05-20 15:43,09PY000563,1,,,0.025,0.103,,0.006,0.304,6.39,,1.6
2009-05-27 15:42,09PY000580,1,,,0.018,0.014,,0.008,0.282,5.73,,1.33
2009-06-03 14:35,09PY000617,1,,,0.017,0.018,,0.006,0.289,5.14,,1.23
2009-07-08 15:45,09PY000787,1,,,0.008,0.006,,0.007,0.24,1.77,,0.465
2009-07-15 15:48,09PY000813,1,,,0.017,0.009,,0.006,0.272,4.48,,1.2
2009-07-29 15:15,09PY000861,1,,,0.022,0.012,,0.008,0.272,5.94,,1.52
2009-08-12 15:30,09PY000923,1,,,0.028,0.014,,0.008,0.321,7.78,,1.95
2009-08-26 15:31,09PY000955,1,,,0.014,0.013,,0.009,0.265,3.21,,0.684
2009-09-09 15:37,09PY000983,1,,,0.012,0.01,,0.007,0.259,2.23,,0.521
2009-09-22 15:45,09PY001062,1,,,0.009,0.009,,0.009,0.262,1.69,,0.336
2009-10-15 17:38,09PY001196,1,,,0.006,0.009,,0.008,0.289,0.888,,0.163
2009-10-20 18:25,09PY001205,1,,,0.006,0.006,,0.008,0.284,0.775,,0.141
2009-11-04 18:40,09PY001275,1,,,0.015,0.015,,0.006,0.335,3.22,,0.785
2009-11-18 18:10,09PY001290,1,,,0.008,0.007,,0.008,0.257,2.35,,0.439
2009-12-02 18:35,09PY001450,1,,,0.007,0.006,,0.007,0.275,0.998,,0.232
2009-12-15 18:45,10PY000024,1,,,0.002,0.01,,0.006,,0.498,,0.106
2010-01-06 19:10,10PY005039,1,,,0.003,0.012,,0.007,0.312,0.477,,0.085
2010-01-19 19:35,10PY005058,1,,,0.005,0.009,,0.008,0.297,0.786,,0.155
2010-03-02 19:45,10PY005156,1,,,0.006,0.013,,0.01,0.346,0.984,,0.173
2010-03-16 19:49,10PY005208,1,,,0.007,0.013,,0.01,0.342,1.66,,0.327
2010-03-29 17:05,10PY005235,1,,,0.018,0.011,,0.009,0.344,4.38,,1.01
2010-04-06 17:30,10PY005956,1,,,0.013,0.011,,0.008,0.3,2.84,,0.741
2010-04-20 17:30,10PY005993,1,,,0.009,0.008,,0.009,0.296,1.83,,0.421
2010-05-18 18:30,10PY005350,1,,,0.017,0.009,,0.008,0.299,5.19,,1.02
2010-05-31 17:40,10PY005378,1,,,0.03,0.013,,0.008,0.354,8.01,,1.96
2010-06-15 16:10,10PY005339,1,,,0.012,0.006,,0.005,0.239,3.5,,0.737
2010-06-28 16:24,10PY005598,1,,,0.003,0.005,,0.005,,0.695,,0.185
2010-07-13 16:04,10PY005618,1,,,0.011,0.011,,0.008,0.231,3.42,,0.657
2010-07-27 1:18,10PY005648,1,,,0.009,0.011,,0.009,0.216,2.02,,0.398
2010-08-09 15:25,10PY005758,1,,,0.03,0.02,,0.009,0.279,7.96,,1.75
2010-08-23 15:25,10PY005845,1,,,0.008,0.01,,0.009,0.211,1.57,,0.324
2010-09-20 17:51,10PY005775,1,,,0.005,0.006,,0.007,0.255,0.806,,0.151
2010-10-04 16:20,10PY006036,1,,,0.025,0.01,,0.004,0.404,4.61,,1.91
2010-10-18 17:00,10PY006148,1,,,0.006,0.009,,0.007,0.267,0.732,,0.184
2010-11-02 16:03,10PY006182,1,,,0.009,0.01,,0.008,0.258,1.76,,0.366
2010-11-17 16:07,10PY006205,1,,,0.004,0.008,,0.007,0.252,0.637,,0.135
2010-11-29 16:35,10PY006227,1,,,0.005,0.011,,0.01,0.31,0.714,,0.152
2010-12-13 16:40,11PY005044,1,,,0.011,0.01,,0.008,0.272,2.59,,0.471
2011-01-04 16:09,11PY005080,1,,,0.003,0.01,,0.008,0.305,0.419,,0.067
2011-01-17 16:30,11PY005105,1,,,0.03,0.009,,0.03,0.347,7.51,,1.22
2011-01-31 16:25,11PY005142,1,,,0.005,0.014,,0.01,0.306,0.525,,0.09
2011-02-14 16:25,11PY005188,1,,,0.004,0.024,,0.009,0.288,0.942,,0.17
2011-03-02 16:08,11PY005245,1,,,0.003,0.013,,0.01,0.319,0.446,,0.073
2011-03-14 16:35,11PY005263,1,,,0.007,0.012,,0.008,0.316,1.17,,0.269
2011-04-11 16:10,11PY005370,1,,,0.023,0.013,,0.009,0.399,5.26,,1.34
2011-04-25 16:40,11PY005415,1,,,0.012,0.013,,0.008,0.332,2.54,,0.774
2011-05-09 16:29,11PY005455,1,,,0.056,0.014,,0.015,0.497,13.8,,4.32
2011-05-24 16:00,11PY005550,1,,,0.045,0.014,,0.007,0.434,12,,3.55
2011-06-06 16:05,11PY005595,1,,,0.035,0.009,,0.009,0.333,6.86,,2.19
2011-06-22 16:10,11PY005650,1,,,0.023,0.013,,0.007,0.288,5.44,,1.65
2011-07-04 16:09,11PY005683,1,,,0.038,0.007,,0.007,0.392,8.8,,2.82
2011-07-18 15:45,11PY005774,1,,,0.026,0.014,,0.009,0.314,6.26,,2.1
2011-08-02 16:05,11PY005942,1,,,0.024,0.016,,0.009,0.316,6.01,,1.93
2011-08-15 16:05,11PY005841,1,,,0.017,0.013,,0.008,0.269,3.67,,1.04
2011-08-29 15:32,11PY005873,1,,,0.02,0.013,,0.007,0.281,4.08,,1.32
2011-09-12 15:35,11PY005953,1,,,0.01,0.009,,0.011,0.267,1.84,,0.511
2011-09-28 16:08,11PY006052,1,,,0.036,0.005,,0.009,0.388,8.88,,2.59
2011-10-13 16:08,11PY006098,1,,,0.006,0.008,,0.006,0.223,1.3,,0.378
2011-10-26 16:08,12PY005036,1,,,0.007,0.007,,0.006,0.244,1.13,,0.318
2011-11-09 16:04,12PY005086,1,,,0.005,0.01,,0.005,0.269,0.862,,0.247
2011-11-21 16:35,12PY005114,1,,,0.005,0.012,,0.008,0.275,0.793,,0.209
2011-12-05 16:35,12PY005099,1,,,0.004,0.012,,0.008,0.299,0.824,,0.198
2011-12-19 16:15,12PY005161,1,,,0.004,0.012,,0.01,0.306,0.625,,0.139
2012-01-02 16:05,12PY005185,1,,,0.003,0.034,,0.009,0.283,0.614,,0.145
2012-01-23 16:50,12PY005224,1,,,0.005,0.01,,0.009,0.307,0.723,,0.174
2012-01-30 16:05,12PY005242,1,,,0.005,0.014,,0.008,0.286,0.746,,0.168
2012-02-13 16:15,12PY005287,1,,,0.007,0.005,,0.008,0.304,0.604,,0.119
2012-02-27 16:25,12PY005315,1,,,0.006,0.013,,0.009,0.314,0.6,,0.124
2012-03-12 16:05,12PY005340,1,,,0.006,0.011,,0.008,0.308,0.91,,0.196
2012-03-26 16:15,12PY005435,1,,,0.007,0.006,,0.009,0.344,1.13,,0.288
2012-04-09 16:15,12PY005455,1,,,0.03,0.014,,0.008,0.443,7.92,,1.76
2012-04-24 16:10,12PY005485,1,,,0.049,0.016,,0.011,0.445,13.1,,3.76
2012-05-06 16:05,12PY005510,1,,,0.029,0.019,,0.008,0.353,7.63,,2.33
2012-05-22 19:40,12PY005529,1,,,0.016,0.005,,0.005,0.276,3.96,,1.21
2012-06-04 16:20,12PY005556,1,,,0.032,0.018,,0.028,0.333,7.36,,2.02
2012-06-18 16:10,12PY005569,1,,,0.025,0.017,,0.009,0.312,6,,1.81
2012-07-05 13:45,12PY005847,1,,,0.025,0.008,,0.007,0.313,6.26,,1.75
2012-07-16 15:05,12PY005856,1,,,0.021,0.007,,0.007,0.275,4.47,,1.4
2012-07-30 15:15,12PY005871,1,,,0.022,0.009,,0.007,0.289,4.72,,1.4
2012-08-13 14:51,12PY006044,1,,,0.025,0.005,,0.01,0.319,5.41,,1.64
2012-08-27 15:04,12PY006071,1,,,0.013,0.012,,0.007,0.241,2.36,,0.55
2012-09-10 15:15,12PY006097,1,,,0.013,0.012,,0.007,0.268,1.81,,0.414
2012-09-13 19:51,12PY005897,1,,,0.009,0.005,,0.009,0.267,1.62,,0.362
2012-09-25 15:05,12PY005927,1,,,0.008,0.006,,0.008,0.277,1.28,,0.269
2012-10-09 16:05,12PY005962,1,,,0.011,0.005,,0.004,0.301,1.62,,0.643
2012-10-22 15:17,12PY006104,1,,,0.008,0.007,,0.009,0.257,1.26,,0.339
2012-11-05 16:17,12PY006109,1,,,0.006,0.006,,,0.242,1.01,,0.248
2012-11-19 15:51,13PY005093,1,,,0.006,0.01,,0.005,0.284,0.801,,0.191
2012-12-04 16:05,13PY005137,1,,,0.006,0.014,,0.011,0.29,0.64,,0.146
2012-12-17 16:49,13PY005177,1,,,0.004,0.011,,0.006,0.33,0.502,,0.104
2013-01-07 16:40,13PY005195,1,,,0.003,0.013,,0.032,0.351,0.474,,0.096
2013-01-14 16:25,13PY005238,1,,,0.004,0.013,,0.008,0.335,0.464,,0.086
2013-01-28 16:20,13PY005272,1,,,0.004,0.058,,0.008,0.351,0.493,,0.089
2013-02-13 16:05,13PY005323,1,,,0.007,0.014,,0.015,0.352,0.617,,0.106
2013-02-25 16:10,13PY005340,1,,,0.008,0.013,,0.006,0.364,0.793,,0.152
2013-03-11 16:15,13PY005408,1,,,0.008,0.016,,0.007,0.362,0.886,,0.184
2013-03-26 20:00,13PY005440,1,,,0.004,0.014,,0.01,0.35,0.889,,0.193
2013-04-08 16:02,13PY005458,1,,,0.039,0.018,,0.017,0.509,9.15,,2.09
2013-04-22 16:10,13PY005500,1,,,0.127,0.01,,0.004,0.944,30.5,,8.57
2013-05-08 16:05,13PY005591,1,,,0.058,0.005,,0.001,0.507,15.6,,4.41
2013-05-21 16:15,13PY005615,1,,,0.032,0.005,,0.008,0.347,6.41,,2.35
2013-06-03 16:01,13PY005653,1,,,0.016,0.007,,0.01,0.271,3.64,,1.24
2013-06-17 16:01,13PY005754,1,,,0.021,0.011,,0.009,0.299,5.19,,1.69
2013-07-02 16:15,13PY005788,1,,,0.016,0.005,,0.006,0.269,4.05,,1.05
2013-07-15 15:02,13PY005828,1,,,0.016,0.012,,0.009,0.292,4.15,,1.03
2013-07-29 15:10,13PY005857,1,,,0.013,0.008,,0.009,0.24,2.7,,0.737
